title,prompt_type,prompt,version,output,output_text,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Vehicle Theft IV,negation,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car).""
Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing Hunter's very high-end seat covers. Hunter files a claim with his insurance company for the loss. 
Considering just how ""accessory"" would be understood by ordinary speakers of English, is Hunter not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-15.517381,-0.000142,-12.529546,-22.04767,-8.88627,-21.179918,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Theft IV,negation,"Hunter's car insurance policy includes coverage for ""Vehicle Theft,"" defined as ""loss or damage as a result of theft to the policy holder's car or car accessories (while in or on the car).""
Hunter, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and stealing a smartphone that Hunter leaves in the car for navigation and to play music. Hunter files a claim with his insurance company for the loss. 
Considering just how ""accessory"" would be understood by ordinary speakers of English, is Hunter not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-12.005046,-0.371317,-8.712703,-13.23957,-1.171355,-9.794181,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Theft V,negation,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who employs a part-time personal assistant, goes on vacation and leaves his car in his home garage. However, surveillance footage captures his personal assistant breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, is Dillon not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-14.009831,-1.2e-05,-12.893613,-22.191397,-11.6064,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Theft V,negation,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who lives alone, goes on vacation and leaves his car in his home garage. However, surveillance footage captures an unfamiliar man breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, is Dillon not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-1.7976931348623157e+308,-16.656466,-1.7976931348623157e+308,-12.797334,-1.7e-05,-11.20387,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Theft V,negation,"Dillon's car insurance policy includes coverage for ""Vehicle Theft,"" which excludes ""loss or damage caused by theft or attempted theft if your car was taken by a member of your family or household, or taken by an employee or ex-employee.""
Dillon, who has been separated from his wife for over two years, goes to work one day and parks his car in the garage. However, surveillance footage captures his estranged wife breaking into his car and driving away. Dillon files a claim with his insurance company for the loss. 
Considering just how ""family or employee"" would be understood by ordinary speakers of English, is Dillon not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-13.43537,-0.000121,-12.011802,-19.81403,-9.08517,-20.54813,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Theft VI,negation,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who doesn't keep a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, is Cooper not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-14.753887,-0.012947,-12.485435,-18.189589,-4.353668,-17.170904,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Theft VI,negation,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who keeps a GPS tracking device in his car, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, is Cooper not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-14.523376,-3.10193,-13.264206,-12.976181,-0.046026,-11.057043,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Theft VI,negation,"Cooper's car insurance policy includes coverage for ""Vehicle Theft,"" which applies only if ""the policyholder's car contains a working GPS tracking device.""
Cooper, who keeps a GPS-tracked smartphone in his car to play music and for navigation, goes on vacation and leaves his car in his home garage. However, surveillance footage captures a masked assailant breaking into his car and driving away. Cooper files a claim with his insurance company for the loss. 
Considering just how ""tracking device"" would be understood by ordinary speakers of English, is Cooper not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-10.857088,-0.612371,-10.620054,-11.357725,-0.781179,-11.246197,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Glass I,negation,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield.""
Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears fully intact save for a minor cosmetic scratch. Ahmad files a claim with his insurance company for the damage. 
Considering just how ""broken glass"" would be understood by ordinary speakers of English, is Ahmad not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-20.221401,-9.483603,-18.259817,-11.965944,-0.000265,-8.6089,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Glass I,negation,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield.""
Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers the baseball on his windshield, which has been shattered beyond repair. Ahmad files a claim with his insurance company for the damage.
Considering just how ""broken glass"" would be understood by ordinary speakers of English, is Ahmad not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-13.630799,-0.040604,-11.599454,-16.28659,-3.224389,-15.098706,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Glass I,negation,"Ahmad's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass in the car's windows or windshield.""
Ahmad drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers a baseball near the car, and that the windshield appears chipped but otherwise functional and intact. Ahmad files a claim with his insurance company for the damage. 
Considering just how ""broken glass"" would be understood by ordinary speakers of English, is Ahmad not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-12.309572,-0.6309,-10.990177,-12.621676,-0.7596,-11.648767,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Glass II,negation,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass.""
Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front hood. When he returns, he discovers that the hood has been severely damaged. Aneesh files a claim with his insurance company for the damage. 
Considering just how ""glass"" would be understood by ordinary speakers of English, is Aneesh not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-17.122093,-4.936918,-16.933153,-12.931668,-0.007207,-13.03135,-19.684038,-1.7976931348623157e+308
Vehicle Glass II,negation,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass.""
Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits his car's front windshield. When he returns, he discovers that the windshield has been severely damaged and that broken shards from the windshield managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage. 
Considering just how ""glass"" would be understood by ordinary speakers of English, is Aneesh not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-13.529532,-1.274841,-10.557048,-13.094275,-0.327861,-10.391791,-13.640918,-1.7976931348623157e+308
Vehicle Glass II,negation,"Aneesh's car insurance policy includes coverage for ""Vehicle Glass"" damage, defined as ""broken glass, and any scratching to the bodywork caused solely and directly by broken glass.""
Aneesh drives a convertible Porsche and parks his car one day in an outdoor parking lot. While his car is parked in the lot, a baseball from a nearby little league game hits one of his car's side mirrors. When he returns, he discovers that the side mirror has been severely damaged and that broken shards from the side mirror managed to leave scratches on the car. Aneesh files a claim with his insurance company for the damage.
Considering just how ""glass"" would be understood by ordinary speakers of English, is Aneesh not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-13.913953,-0.036759,-10.961907,-16.727388,-3.322205,-14.909842,-18.03516,-1.7976931348623157e+308
Emergency Damages I,agreement,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and knows it is just her two dogs playing together. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from her dogs; Joanne just wanted help subduing the dogs. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Joanne is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-10.1494,-0.00376,-10.614346,-15.528338,-5.603037,-16.394865,-1.7976931348623157e+308,-1.7976931348623157e+308
Emergency Damages I,agreement,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Joanne heard were indeed from a burglar, whom the police promptly arrest. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Joanne is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-12.649724,-5e-06,-13.589562,-1.7976931348623157e+308,-17.954752,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Emergency Damages I,agreement,"Joanne's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency or perceived emergency involving the policyholder.""
Late one night, Joanne hears loud crashing noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she frantically calls the police, who make a forced entry into her home to assess the situation. It turns out that Joanne is experiencing mild paranoia after having recently watched a movie that involved a home burglary. Joanne files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""perceived emergency"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Joanne is covered by the insurance""—yes or no? Final answer is:",controversial,Yes,Yes,-11.655692,-1.4e-05,-12.433177,-1.7976931348623157e+308,-14.488782,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Emergency Damages II,agreement,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an accountant, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Salma is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-19.919224,-1.7976931348623157e+308,-13.591245,-0.004497,-5.406932,-1.7976931348623157e+308,-1.7976931348623157e+308
Emergency Damages II,agreement,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls the police, who make a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom the police promptly arrest. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Salma is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-12.992889,-4e-06,-13.868744,-1.7976931348623157e+308,-16.355106,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Emergency Damages II,agreement,"Salma's home insurance covers ""Emergency Damages,"" defined as ""loss or damage to the contents of the policyholder's home caused when first responders force an entry into the policyholder's home because of an emergency involving the policyholder.""
Late one night, Salma hears noises coming from another room in her home and believes that a burglar has broken in. From her bedroom, she calls her friend Sam, an off-duty firefighter, who makes a forced entry into her home to assess the situation. It turns out that the noises Salma heard were indeed from a burglar, whom Sam manages to chase away. Salma files a claim with her insurance company for the damage caused by the forced entry.
Considering just how ""first responder"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Salma is covered by the insurance""—yes or no? Final answer is:",controversial,No,No,-12.572702,-4.001155,-12.999182,-10.029932,-0.018573,-9.805611,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Oil I,agreement,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is carrying kerosene oil through her kitchen one afternoon, she slips and spills the oil, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Madison is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-25.02139,-1.7976931348623157e+308,-16.621952,-0.000987,-6.921016,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Oil I,agreement,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison is walking through her kitchen one afternoon, she notices oil dripping from her heater into a puddle, which is damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Madison is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-13.164128,-3e-06,-13.887828,-1.7976931348623157e+308,-18.030891,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Oil I,agreement,"Madison has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
As Madison's friend attempts to fix the heater in Madison's kitchen one afternoon, her friend makes a mistake which causes oil to rush out of the heater, damaging her hardwood floors. Madison files a claim with her insurance company for the damage.
Considering just how ""leaking"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Madison is covered by the insurance""—yes or no? Final answer is:",controversial,Yes,Yes,-13.800107,-5e-06,-14.634843,-1.7976931348623157e+308,-12.817954,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Oil II,agreement,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a portable oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Mariam is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-23.386736,-1.7976931348623157e+308,-14.840526,-0.000426,-7.762305,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Oil II,agreement,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a fixed oil-fired heater in her living room. One night, the heater cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Mariam is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-13.886593,-2e-06,-14.141254,-1.7976931348623157e+308,-17.000584,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Oil II,agreement,"Mariam has insurance that covers home damage from ""Escape of Oil,"" defined as ""oil leaking from a fixed oil-fired heating installation.""
Mariam has a wall-mounted oil lamp in her living room. One night, the lamp cracks and leaks oil onto the carpet. The oil then seeps into the floor and causes significant damage. Mariam files a claim with her insurance company for the damage.
Considering just how ""heating installation"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Mariam is covered by the insurance""—yes or no? Final answer is:",controversial,No,No,-1.7976931348623157e+308,-20.926868,-1.7976931348623157e+308,-13.588631,-0.001889,-6.273591,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water I,agreement,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that slowly leaked over several days before Carol got around to calling a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Carol is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-21.15865,-1.7976931348623157e+308,-15.891518,-0.004554,-5.393947,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water I,agreement,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that suddenly burst. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Carol is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-15.580789,-1e-06,-14.442369,-1.7976931348623157e+308,-22.052078,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water I,agreement,"Carol's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Carol's bathroom wall has become severely damaged due to a pipe that leaked for several hours before Carol managed to find a plumber who could fix the leak. Carol files a claim with her insurance company for the damage to her wall.
Considering just how ""sudden/unforseen"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Carol is covered by the insurance""—yes or no? Final answer is:",controversial,Yes,Yes,-11.733577,-1.7e-05,-12.62922,-22.572702,-12.186858,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water II,agreement,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she keeps her pet goldfish in a large glass bowl on the upper floor. One day, the bowl begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Miranda is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-11.468062,-0.004359,-11.273021,-16.26764,-5.443213,-16.713673,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water II,agreement,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a washing machine on the upper floor. One day, the washing machine begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Miranda is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-15.131505,-1e-06,-14.118752,-1.7976931348623157e+308,-19.799183,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water II,agreement,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Miranda is covered by the insurance""—yes or no? Final answer is:",controversial,Yes,Yes,-13.756125,-4e-06,-13.790712,-1.7976931348623157e+308,-13.724319,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water III,agreement,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Belinda is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-9.852607,-0.077811,-10.668792,-12.911826,-2.593208,-13.816764,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water III,agreement,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Belinda is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-12.363193,-1.4e-05,-13.125174,-22.0241,-11.804715,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water III,agreement,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Belinda is covered by the insurance""—yes or no? Final answer is:",controversial,Yes,Yes,-9.756015,-0.005599,-11.075686,-14.397676,-5.201792,-16.470705,-1.7976931348623157e+308,-1.7976931348623157e+308
Fire,agreement,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Fatema is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,No,No,-11.93392,-3.455883,-12.520004,-9.968651,-0.032189,-9.786793,-1.7976931348623157e+308,-1.7976931348623157e+308
Fire,agreement,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Fatema is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-9.925705,-0.000936,-12.09232,-15.546022,-7.036916,-18.862059,-1.7976931348623157e+308,-1.7976931348623157e+308
Fire,agreement,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Fatema is covered by the insurance""—yes or no? Final answer is:",controversial,Yes,Yes,-11.168754,-3.4e-05,-12.328288,-20.243618,-11.143836,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood I,agreement,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Charlotte is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-23.362556,-1.7976931348623157e+308,-14.078926,-0.000293,-8.13797,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood I,agreement,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Charlotte is covered by the insurance""—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-11.403439,-1.6e-05,-12.919572,-22.73992,-13.415997,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood I,agreement,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Charlotte is covered by the insurance""—yes or no? Final answer is:",controversial,No,No,-11.342339,-3.023606,-12.152284,-9.760484,-0.049969,-10.162004,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood II,agreement,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, do you agree with the following statement: ""Rebecca is covered by the insurance""—yes or no? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-21.400328,-1.7976931348623157e+308,-12.535971,-0.0044,-5.429246,-1.7976931348623157e+308,-1.7976931348623157e+308
