title,prompt_type,prompt,version,output,output_text,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Escape of Water II,negation,"Miranda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Miranda lives in a two-story house, and she has a large plastic water cooler on the upper floor. One day, the cooler begins to leak unexpectedly, causing water to seep through her floor and damage her walls. Miranda files a claim with her insurance company for the damage.
Considering just how ""flow of water"" would be understood by ordinary speakers of English, is Miranda not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-16.189934,-1.7976931348623157e+308,-12.485626,-16.513035,-0.850681,-13.696194,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water III,negation,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda, a sculpture artist, fills the tub with paint in order to dip her sculptures in paint, but the tub suddenly cracks and begins to leak, causing the paint to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-12.972251,-1.7976931348623157e+308,-10.419152,-14.557136,-1.430396,-12.517589,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water III,negation,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda uses the tub for a bath and fills the tub with water, but the tub suddenly cracks and begins to leak, causing water to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-15.712438,-1.7976931348623157e+308,-12.442578,-20.377884,-5.790974,-18.77488,-1.7976931348623157e+308,-1.7976931348623157e+308
Escape of Water III,negation,"Belinda's home insurance policy includes coverage for ""Escape of Water"" damage, defined as ""damage to buildings and contents caused by a sudden, unforeseen flow of water from an internal source, such as a burst pipe or faulty appliance.""
Belinda lives in a two-story house with a bathtub on the second floor. One day, Belinda fills the tub with tomato juice to give her dog a bath after being sprayed by a skunk, but the tub suddenly cracks and begins to leak, causing the tomato juice to seep through her floor and damage her walls. Belinda files a claim with her insurance company for the damage.
Considering just how ""internal source"" would be understood by ordinary speakers of English, is Belinda not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-12.804864,-1.7976931348623157e+308,-9.653632,-14.011708,-1.318927,-11.441501,-1.7976931348623157e+308,-1.7976931348623157e+308
Fire,negation,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a defect in the grill causes its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-14.473401,-3.761082,-10.123231,-11.964501,-1.7976931348623157e+308,-6.221993,-1.7976931348623157e+308,-1.7976931348623157e+308
Fire,negation,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, a quick-moving brush fire spreads to her property, causing her garage to go up in flames before spreading to the grill and causing its propane tank to explode. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-12.636348,-1.7976931348623157e+308,-11.069427,-13.557296,-1.410401,-12.767318,-1.7976931348623157e+308,-1.7976931348623157e+308
Fire,negation,"Fatema's home insurance covers ""Fire"" damage, defined as ""damage to the policyholder's property caused by naturally-occurring fire."" 
Fatema keeps a gas-powered grill next to her garage. One day, she uses the grill and leaves it briefly unattended. While she's away, burning embers from a nearby quick-moving brush fire make contact with the grill and cause its propane tank to explode, which in turn causes her garage to go up in flames. Fatema files a claim with her insurance company for the damage to the garage.
Considering just how ""naturally occuring fire"" would be understood by ordinary speakers of English, is Fatema not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-12.983333,-1.7976931348623157e+308,-9.920812,-16.620403,-4.682618,-14.588468,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood I,negation,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, the waterbed in her bedroom begins to leak, causing a large volume of water to suddenly seep through her floors. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-18.650991,-4.297995,-15.404993,-15.301195,-1.7976931348623157e+308,-11.400019,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood I,negation,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, a car hits a fire hydrant outside her home, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-13.543374,-1.7976931348623157e+308,-12.003829,-14.337878,-0.977923,-13.388593,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood I,negation,"Charlotte has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a sudden release from outside the buildings.""
Charlotte lives alone in a one-story home. One day, one of the rain barrels that she keeps next to her home begins to leak, causing a large volume of water to suddenly seep into her home. This causes significant water damage to her basement. Charlotte files a claim with her insurance company for the damage.
Considering just how ""outside the building"" would be understood by ordinary speakers of English, is Charlotte not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-11.976625,-0.85117,-10.800047,-11.984928,-1.7976931348623157e+308,-11.196678,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood II,negation,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of several years, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-18.53632,-5.741395,-12.494485,-14.468438,-1.7976931348623157e+308,-6.526795,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood II,negation,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek quickly rises over the course of a few hours during a storm, and Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-15.420982,-3.309941,-11.377674,-13.484444,-1.7976931348623157e+308,-8.770504,-1.7976931348623157e+308,-1.7976931348623157e+308
Flood II,negation,"Rebecca has insurance that covers damage from ""Flooding"" to her home, defined as ""an invasion of the property by a large volume of water caused by a rapid build-up from outside the buildings.""
Rebecca lives in a house situated next to a small creek. The water level of the creek gradually rises over the course of about a week, and one day Rebecca notices that water from the creek has begun to collect in her basement and cause significant damage. Rebecca files a claim with her insurance company for the damage.
Considering just how ""rapid build-up"" would be understood by ordinary speakers of English, is Rebecca not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-16.206617,-6.149138,-11.531057,-11.762102,-1.7976931348623157e+308,-4.999296,-1.7976931348623157e+308,-1.7976931348623157e+308
Garden Plants I,negation,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie decides that it is too inconvenient to buy the fertilizer from another store located slightly further away. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-19.49814,-6.452185,-15.713877,-14.279013,-1.7976931348623157e+308,-9.614836,-1.7976931348623157e+308,-1.7976931348623157e+308
Garden Plants I,negation,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, they start picketing outside, and some of their picketing activities spill over to Genie's property. When the strikers inadvertently walk on Genie's plants, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-11.026461,-1.7976931348623157e+308,-9.361765,-12.248136,-1.380037,-10.909929,-1.7976931348623157e+308,-1.7976931348623157e+308
Garden Plants I,negation,"Genie has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by civil commotion, strikes, or labor and political disturbances.""
Genie buys special fertilizer for her garden plants from a hardware store located next door. When the workers of the store go on strike, the store temporarily shuts down due to staff shortages, and Genie is unable to find the fertilizer within driving distance from her home or online. Without the fertilizer, the plants die. Genie files a claim with her insurance company for the damage to her plants.
Considering just how ""political disturbance"" would be understood by ordinary speakers of English, is Genie not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-17.762444,-6.710762,-14.67621,-12.03039,-1.7976931348623157e+308,-7.924919,-1.7976931348623157e+308,-1.7976931348623157e+308
Garden Plants II,negation,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures her neighbor's dog trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-20.972494,-4.772467,-16.321905,-17.185274,-1.7976931348623157e+308,-11.594671,-1.7976931348623157e+308,-1.7976931348623157e+308
Garden Plants II,negation,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures masked individuals trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-17.429655,-1.7976931348623157e+308,-12.63114,-20.849081,-4.576551,-16.741148,-1.7976931348623157e+308,-1.7976931348623157e+308
Garden Plants II,negation,"Margot has home insurance that covers ""Garden Plants"" damage, defined as ""damage to plants, bushes, shrubs and trees within the boundaries of the land belonging to the home caused by malicious people or vandals.""
One day, while Margot is away from her home, her surveillance footage captures a neighbor's middle school-aged children trampling her plants. Margot files a claim with her insurance company for the loss.
Considering just how ""malicous people or vandals"" would be understood by ordinary speakers of English, is Margot not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-14.301818,-1.7976931348623157e+308,-11.031497,-18.7257,-5.228454,-16.118986,-1.7976931348623157e+308,-1.7976931348623157e+308
General Damages,negation,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions.""
Gavin works as an A/C repair technician in a small town. One day, Gavin is off from work and decides to put holiday lights up on his roof. Because Gavin is an experienced repairman, he figures he doesn't need a ladder to get onto his roof and decides to free climb the exterior wall of his house instead. While climbing the wall, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.
Considering just how ""regular working conditions"" would be understood by ordinary speakers of English, is Gavin not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-14.848251,-1.7976931348623157e+308,-10.997288,-16.634125,-1.900139,-12.992073,-1.7976931348623157e+308,-1.7976931348623157e+308
General Damages,negation,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions.""
Gavin works as an A/C repair technician in a small town. One day, Gavin is hired to repair an air conditioner located on the second story of a building. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.
Considering just how ""regular working conditions"" would be understood by ordinary speakers of English, is Gavin not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-15.477415,-2.919794,-12.976595,-13.237597,-1.7976931348623157e+308,-11.100382,-1.7976931348623157e+308,-1.7976931348623157e+308
General Damages,negation,"Gavin has an insurance policy that includes coverage for ""General Damages,"" which includes losses from ""missed employment due to injuries that occur under regular working conditions.""
Gavin works as an A/C repair technician in a small town. One day, Gavin offers to help his girlfriend repair an air conditioner located on the second story of her home. Because Gavin is an experienced repairman, he knows that the safest way to access the unit is with a sturdy ladder. While climbing the ladder, Gavin loses his balance and falls, causing significant injury. Because of this, he subsequently has to stop working for weeks. Gavin files a claim with his insurance company for lost income.
Considering just how ""regular working conditions"" would be understood by ordinary speakers of English, is Gavin not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-12.128693,-0.999748,-9.878866,-12.071707,-1.7976931348623157e+308,-9.661612,-1.7976931348623157e+308,-1.7976931348623157e+308
Hot Work I,negation,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials."" 
One day, Shannon is working on her motorcycle in her garage. As she does so, she smokes a cigarette. Suddenly, she drops the lit cigarette onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage.
Considering just how ""requires / uses / produces"" would be understood by ordinary speakers of English, is Shannon not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-13.33252,-0.719186,-9.993352,-13.661859,-1.7976931348623157e+308,-10.519704,-1.7976931348623157e+308,-1.7976931348623157e+308
Hot Work I,negation,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials."" 
One day, Shannon is working on her motorcycle in her garage. To repair her motorcycle, she uses a welding tool which produces a sizable flame. Suddenly, she drops the tool onto the floor, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage.
Considering just how ""requires / uses / produces"" would be understood by ordinary speakers of English, is Shannon not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-16.515163,-1.804019,-12.245418,-15.755748,-1.7976931348623157e+308,-11.690394,-1.7976931348623157e+308,-1.7976931348623157e+308
Hot Work I,negation,"Shannon has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work on her home or belongings that requires, uses or produces any sources of heat that could ignite flammable materials."" 
One day, Shannon is working on her motorcycle in her garage. To repair her motorcycle, she uses an air compressor powered by a gasoline engine. Suddenly, the compressor's engine overheats, igniting a nearby flammable cleaning product and sending her garage up in flames. Shannon files a claim with her insurance company for the damage.
Considering just how ""requires / uses / produces"" would be understood by ordinary speakers of English, is Shannon not covered by the insurance—yes or no? Final answer is:",controversial,Yes,Yes,-13.370989,-1.7976931348623157e+308,-9.640224,-14.068674,-0.94679,-10.524359,-1.7976931348623157e+308,-1.7976931348623157e+308
Hot Work II,negation,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials."" 
Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which severely warps the table's surface. Martha files a claim with her insurance company for the damage.
Considering just how ""flammable or combustable materials"" would be understood by ordinary speakers of English, is Martha not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-11.78788,-1.7976931348623157e+308,-9.594425,-12.377592,-0.693272,-10.22965,-1.7976931348623157e+308,-1.7976931348623157e+308
Hot Work II,negation,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials."" 
Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which causes the table to catch fire. Martha files a claim with her insurance company for the damage.
Considering just how ""flammable or combustable materials"" would be understood by ordinary speakers of English, is Martha not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-13.520662,-1.7976931348623157e+308,-9.104965,-15.631243,-2.102496,-11.680201,-1.7976931348623157e+308,-1.7976931348623157e+308
Hot Work II,negation,"Martha has an insurance policy that covers accidental damage to her home and belongings from ""Hot Work,"" defined as ""any work that requires, uses or produces any sources of heat that could ignite flammable materials."" 
Martha is installing hardwood flooring in her living room. She uses a heat gun -- a device that emits very hot air -- to help dry the glue that attaches the floorboards. While arranging her floorboards, she sets her heat gun down on her expensive dining room table, which causes the surface of the table to burn but not catch fire. Martha files a claim with her insurance company for the damage.
Considering just how ""flammable or combustable materials"" would be understood by ordinary speakers of English, is Martha not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-12.884663,-0.815052,-9.578926,-13.105581,-1.7976931348623157e+308,-9.816418,-1.7976931348623157e+308,-1.7976931348623157e+308
House Removal I,negation,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home.""
Denise is moving to a new home on the other side of town. She rents a truck and decides she will move her own belongings out of her current home. During the move, her truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings. 
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Denise not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-15.922519,-1.7976931348623157e+308,-12.061519,-16.257673,-0.957705,-13.004153,-1.7976931348623157e+308,-1.7976931348623157e+308
House Removal I,negation,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home.""
Denise is moving to a new home on the other side of town. She pays a professional moving company to move her belongings out of her current home. During the move, the moving truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.  
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Denise not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,Yes,Yes,-14.925258,-1.7976931348623157e+308,-11.382552,-16.471928,-2.037971,-13.740333,-1.7976931348623157e+308,-1.7976931348623157e+308
House Removal I,negation,"Denise's insurance covers damage from ""House Removal,"" defined as ""damage to belongings caused while being removed by professional removal contractors from the home.""
Denise is moving to a new home on the other side of town. She asks her uncle, a retired professional mover, to help move her belongings out of her current home. During the move, her uncle's truck is involved in a minor accident that damages several pieces of her furniture and other belongings. Denise files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Denise not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-13.243765,-1.587259,-11.472448,-12.795309,-1.7976931348623157e+308,-10.776474,-1.7976931348623157e+308,-1.7976931348623157e+308
House Removal II,negation,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill to store some of her belongings at his house. A couple days before she is set to move in, Bill's house floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-18.126646,-4.979516,-15.106401,-14.738581,-1.7976931348623157e+308,-10.842409,-1.7976931348623157e+308,-1.7976931348623157e+308
House Removal II,negation,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks a professional moving company to store some of her belongings at the company warehouse. A couple days before she is set to move in, the warehouse floods, which ruins the items that the movers were storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-15.235254,-0.757609,-12.588182,-15.479128,-1.7976931348623157e+308,-13.165346,-1.7976931348623157e+308,-1.7976931348623157e+308
House Removal II,negation,"Harper's insurance covers damage from ""House Removal,"" which includes ""damage to belongings that occurs while being stored by professional removal contractors.""
Harper is moving to a new home on the other side of town. Because her old home has already sold and her new home is not yet ready for her to move in, she checks into a hotel and asks her cousin Bill -- who owns a moving company -- to store some of her belongings in his personal office. A couple days before she is set to move in, Bill's office floods, which ruins the items that Bill was storing for Harper. Harper files a claim with her insurance company for the damage to her belongings.
Considering just how ""professional movers"" would be understood by ordinary speakers of English, is Harper not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-11.655931,-1.042467,-10.131462,-11.911045,-1.7976931348623157e+308,-9.881613,-1.7976931348623157e+308,-1.7976931348623157e+308
Identity Theft I,negation,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business.""
Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate the computer network at Jason's car dealership. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses. 
Considering just how ""connected with business"" would be understood by ordinary speakers of English, is Jason not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,Yes,Yes,-11.331323,-1.7976931348623157e+308,-10.318925,-11.872268,-0.946242,-11.577868,-1.7976931348623157e+308,-1.7976931348623157e+308
Identity Theft I,negation,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business.""
Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate Jason's home WiFi network. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses. 
Considering just how ""connected with business"" would be understood by ordinary speakers of English, is Jason not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-23.780525,-10.885746,-20.739037,-14.68404,-1.7976931348623157e+308,-9.639195,-1.7976931348623157e+308,-1.7976931348623157e+308
Identity Theft I,negation,"Jason has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's business.""
Jason is a successful car salesman. One day, while Jason is at home, hackers manage to infiltrate Jason's work laptop via his home WiFi network. The hackers steal Jason's social security number and open a number of fraudulent lines of credit in his name. To resolve the fraud, Jason must spend thousands of dollars in legal fees. Jason files a claim with his insurance company for his losses. 
Considering just how ""connected with business"" would be understood by ordinary speakers of English, is Jason not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-12.936996,-1.624397,-11.555444,-12.167548,-1.7976931348623157e+308,-10.662169,-1.7976931348623157e+308,-1.7976931348623157e+308
Identity Theft II,negation,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network at Jack's office. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-13.714607,-1.826298,-11.891468,-12.590874,-1.7976931348623157e+308,-10.735449,-1.7976931348623157e+308,-1.7976931348623157e+308
Identity Theft II,negation,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate Jack's home WiFi network. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-1.7976931348623157e+308,-13.273567,-23.190197,-13.794674,-1.7976931348623157e+308,-9.57272,-1.7976931348623157e+308,-1.7976931348623157e+308
Identity Theft II,negation,"Jack has insurance coverage against loss and damage from ""Identity Theft,"" which excludes ""identity theft connected with the policyholder's occupation.""
Jack is a successful business consultant. One day, while Jack is at home, hackers manage to infiltrate the computer network of an upscale restaurant where Jack and his colleagues frequently conduct meetings. The hackers steal Jack's credit card information and make a number of fraudulent purchases in his name. To resolve the fraud, Jack must spend thousands of dollars in legal fees. Jack files a claim with his insurance company for his losses. 
Considering just how ""connected with occupation"" would be understood by ordinary speakers of English, is Jack not covered by the insurance—yes or no? Final answer is:",controversial,No,No,-18.008627,-5.921179,-16.308353,-13.109774,-1.7976931348623157e+308,-10.879011,-1.7976931348623157e+308,-1.7976931348623157e+308
Loss and Accidental Damage,negation,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world.""
Vivian lives alone in a single-family house in the suburbs. She decides to permanently move abroad, but she keeps the deed to her house so that her children can inherit it one day. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. 
Considering just how ""temporarily removed"" would be understood by ordinary speakers of English, is Vivian not covered by the insurance—yes or no? Final answer is:",unambiguous_uncovered,No,No,-16.26444,-3.092988,-13.123669,-14.379917,-1.7976931348623157e+308,-10.623863,-1.7976931348623157e+308,-1.7976931348623157e+308
Loss and Accidental Damage,negation,"Vivian has home insurance for ""Loss and Accidental Damage,"" which only applies if the damage occurs ""while temporarily away from home anywhere in the world.""
Vivian lives alone in a single-family house in the suburbs. She decides to take a vacation abroad, and her house is completely vacant while she's away. While abroad, her house suffers from an electrical short circuit that causes a severe fire, damaging nearly the entire home. Vivian files a claim with her insurance company for the damages. 
Considering just how ""temporarily removed"" would be understood by ordinary speakers of English, is Vivian not covered by the insurance—yes or no? Final answer is:",unambiguous_covered,No,No,-12.8504,-1.079799,-11.677234,-12.786109,-1.7976931348623157e+308,-11.595132,-1.7976931348623157e+308,-1.7976931348623157e+308
