title,prompt_type,prompt,version,output,output_text,YES_probs,Yes_probs,yes_probs,NO_probs,No_probs,no_probs,A_probs,B_probs
Malicious Acts or Vandalism I,no_or_yes,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a garbage truck accidentally topples over in front of Olivia's house, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,no,no,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308,-16.024103,-1.091258,-0.409163,-1.7976931348623157e+308,-1.7976931348623157e+308
Malicious Acts or Vandalism I,no_or_yes,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of teenagers spread several bags' worth of garbage in front of Olivia's house as a prank, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-16.627686,-9.1e-05,-9.306899,-1.7976931348623157e+308,-17.017967,-25.773422,-1.7976931348623157e+308,-1.7976931348623157e+308
Malicious Acts or Vandalism I,no_or_yes,"Olivia has home insurance that covers damage from ""Malicious Acts or Vandalism,"" defined as ""actions involving deliberate destruction or damage to the policyholder's property.""
Olivia lives in a very quiet neighborhood at the edge of town. One day, a group of reckless teenagers crash their car into several bags' worth of garbage in front of Olivia's house while driving almost double the speed limit, littering her property with debris and costing her hundreds of dollars in cleanup expenses. Olivia files a claim with her insurance company for the damages.
Considering just how ""deliberate"" would be understood by ordinary speakers of English, is Olivia covered by the insurance—no or yes? Final answer is:",controversial,No,No,-20.049019,-9.512116,-12.711693,-13.57666,-0.379143,-1.153679,-1.7976931348623157e+308,-1.7976931348623157e+308
Malicious Acts or Vandalism II,no_or_yes,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""
Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered with drawings made in permanent marker. She reviews her home surveillance footage and sees that it was her children who drew on the wall. She hires professional painters to paint over the drawing. Beth files a claim with her insurance company for the damages. 
Considering just how ""third party"" would be understood by ordinary speakers of English, is Beth covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308,-13.475765,-0.552433,-0.85696,-1.7976931348623157e+308,-1.7976931348623157e+308
Malicious Acts or Vandalism II,no_or_yes,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""
Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that a group of neighborhood teenagers spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. 
Considering just how ""third party"" would be understood by ordinary speakers of English, is Beth covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-15.898227,-1.4e-05,-11.156314,-1.7976931348623157e+308,-20.390085,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Malicious Acts or Vandalism II,no_or_yes,"Beth has home insurance that covers losses from ""Malicious Acts or Vandalism,"" defined as ""costs associated with repairing deliberate damage to the policyholder's property made by an adverse third party.""
Beth lives in a very quiet neighborhood at the edge of town with her two young children. Upon returning home from work one day,  she sees that an exterior wall of her house is covered in graffiti. She reviews her home surveillance footage and sees that her estranged young adult son spraypainted the wall. She hires professional painters to paint over the graffiti. Beth files a claim with her insurance company for the damages. 
Considering just how ""third party"" would be understood by ordinary speakers of English, is Beth covered by the insurance—no or yes? Final answer is:",controversial,No,No,-1.7976931348623157e+308,-12.043706,-15.190549,-13.95342,-0.616811,-0.775811,-1.7976931348623157e+308,-1.7976931348623157e+308
Personal Accident I,no_or_yes,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car.""
One day, Gwen drives her SUV to the grocery store. After buying groceries, she injures her wrist when she lifts a heavy grocery bag into her car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages. 
Considering just how ""traveling in"" would be understood by ordinary speakers of English, is Gwen covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-15.536325,-21.35421,-14.114124,-0.010113,-4.599091,-1.7976931348623157e+308,-1.7976931348623157e+308
Personal Accident I,no_or_yes,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car.""
One day, Gwen drives her SUV to the grocery store. While looking for a parking space, she injures her wrist when her SUV collides with another car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages. 
Considering just how ""traveling in"" would be understood by ordinary speakers of English, is Gwen covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-14.511216,-9.7e-05,-9.249833,-1.7976931348623157e+308,-16.744581,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Personal Accident I,no_or_yes,"Gwen's car insurance policy includes coverage for damages stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in your car.""
One day, Gwen drives her SUV to the grocery store. After she parks the car, she injures her wrist when she opens her driver-side door into an oncoming car. This incident ultimately leads to thousands of dollars in medical expenses. Gwen files a claim with her insurance company for the damages. 
Considering just how ""traveling in"" would be understood by ordinary speakers of English, is Gwen covered by the insurance—no or yes? Final answer is:",controversial,No,No,-17.275114,-5.820528,-13.487925,-12.916803,-0.003588,-7.399058,-1.7976931348623157e+308,-1.7976931348623157e+308
Personal Accident II,no_or_yes,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs.""
Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to daily physical therapy for three months. Penelope commits to the recovery program and completely recovers. She then files a claim with her insurance company for three months' worth of lost income.
Considering just how ""permanent or total loss"" would be understood by ordinary speakers of English, is Penelope covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-21.002335,-1.7976931348623157e+308,-14.357677,-0.192439,-1.742656,-1.7976931348623157e+308,-1.7976931348623157e+308
Personal Accident II,no_or_yes,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs.""
Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will never regain functionality in her left knee, even with daily physical therapy. Penelope undergoes several months of physical therapy, but her knee makes no recovery. She then files a claim with her insurance company for three months' worth of lost income.
Considering just how ""permanent or total loss"" would be understood by ordinary speakers of English, is Penelope covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-12.405458,-0.001824,-6.321404,-21.88184,-10.786023,-16.84114,-1.7976931348623157e+308,-1.7976931348623157e+308
Personal Accident II,no_or_yes,"Penelope's car insurance policy includes coverage for up to three months of lost income stemming from ""Personal Accident,"" defined as ""accidental injury while traveling in or getting into or out of your car, resulting in permanent and total loss of use of one or more limbs.""
Penelope is a personal trainer, and on weekends she often goes camping. One day, she is injured in a car crash that occurs while she is driving to a campsite. The doctor informs her that after the accident, she will regain full functionality in her left knee if she commits to expensive physical therapy for three months. Penelope is unable to afford the recovery program, so she never regains use of her knee. She then files a claim with her insurance company for three months' worth of lost income.
Considering just how ""permanent or total loss"" would be understood by ordinary speakers of English, is Penelope covered by the insurance—no or yes? Final answer is:",controversial,No,No,-12.972549,-3.073135,-6.058036,-11.529899,-0.238696,-1.809608,-1.7976931348623157e+308,-1.7976931348623157e+308
Public Liability Property Damages,no_or_yes,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""
One day, Dave is exiting the parking lot of a restaurant. Because the car's brake warning light has been on for months and his brakes have felt very unresponsive, he knows his car is in need of service. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. 
Considering just how ""reasonable steps"" would be understood by ordinary speakers of English, is Dave covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,no,no,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308,-14.48447,-1.703114,-0.201035,-1.7976931348623157e+308,-1.7976931348623157e+308
Public Liability Property Damages,no_or_yes,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""
One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he has just brought his car to a mechanic for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. 
Considering just how ""reasonable steps"" would be understood by ordinary speakers of English, is Dave covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-13.479734,-0.011407,-4.479326,-1.7976931348623157e+308,-16.196238,-21.19827,-1.7976931348623157e+308,-1.7976931348623157e+308
Public Liability Property Damages,no_or_yes,"Dave has insurance that covers ""Public Liability Property Damages,"" defined as ""the damages that you are legally liable to pay for damage to third party property."" The insurance policy also states that ""we will not pay for your losses if you failed to take reasonable steps to prevent the damage from occurring.""
One day, Dave is exiting the parking lot of a restaurant. Because he checks his car's manual regularly, he knows his car is a month overdue for scheduled maintenance. However, his brakes fail as he begins to drive, and he collides with the landscaping around the restaurant's property. No one is hurt, but the restaurant successfully sues Dave for the damage, costing Dave thousands of dollars. Dave files a claim with his insurance company for the losses. 
Considering just how ""reasonable steps"" would be understood by ordinary speakers of English, is Dave covered by the insurance—no or yes? Final answer is:",controversial,no,no,-1.7976931348623157e+308,-20.275467,-1.7976931348623157e+308,-13.935476,-1.512529,-0.248914,-1.7976931348623157e+308,-1.7976931348623157e+308
Wind Damage,no_or_yes,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph.""
Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake while Tom is working on his roof, but it's a loud and surprising ring from his cell phone that causes him to drop his heavy toolbox and thereby damage the roof. Tom files a claim with his insurance company for the damage. 
Considering just how causative ""from"" would be understood by ordinary speakers of English, is Tom covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-14.022242,-17.796307,-12.290926,-0.251772,-1.502504,-1.7976931348623157e+308,-1.7976931348623157e+308
Wind Damage,no_or_yes,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph.""
Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake and towards Tom's house, damaging the roof. Tom files a claim with his insurance company for the damage. 
Considering just how causative ""from"" would be understood by ordinary speakers of English, is Tom covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-14.374954,-1.9e-05,-10.921806,-1.7976931348623157e+308,-19.733967,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Wind Damage,no_or_yes,"Tom's home insurance policy includes coverage for ""Wind Damage,"" defined as ""damage from wind speeds with gusts of at least 55 mph.""
Tom's house is located near a large lake. One day, strong winds in excess of 55mph blow across the lake, causing waves to crash into Tom's house and thereby damaging the roof. Tom files a claim with his insurance company for the damage. 
Considering just how causative ""from"" would be understood by ordinary speakers of English, is Tom covered by the insurance—no or yes? Final answer is:",controversial,Yes,Yes,-12.574986,-0.004189,-10.76952,-17.31995,-5.483429,-15.444038,-1.7976931348623157e+308,-1.7976931348623157e+308
Storm Damage,no_or_yes,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm.""
One day, a lightning storm passes through Cam's neighborhood and lightning hits his neighborhood's power plant, causing a power outage. Cam goes to his attic with a candle to reset the circuit breaker, but he drops the candle and starts a fire so large that almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. 
Considering just how ""cause"" would be understood by ordinary speakers of English, is Cam covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-14.180533,-19.512873,-14.424071,-0.038802,-3.268645,-1.7976931348623157e+308,-1.7976931348623157e+308
Storm Damage,no_or_yes,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm.""
One day, a lightning storm passes through Cam's neighborhood and lightning hits his roof, causing a fire. Almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. 
Considering just how ""cause"" would be understood by ordinary speakers of English, is Cam covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-15.858231,-3e-05,-10.405682,-1.7976931348623157e+308,-20.658123,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Storm Damage,no_or_yes,"Cam's home insurance policy includes coverage for ""Storm Damage,"" defined as ""damage caused by a storm.""
One day, a lightning storm passes through Cam's neighborhood and lightning hits his street's power line, causing a power surge. The power surge causes the space heater in Cam's attic to catch fire, and almost all of his roof burns before firefighters manage to extinguish it. Cam files a claim with his insurance company for the damage. 
Considering just how ""cause"" would be understood by ordinary speakers of English, is Cam covered by the insurance—no or yes? Final answer is:",controversial,Yes,Yes,-14.617142,-0.000114,-9.11235,-24.673431,-12.647396,-21.185177,-1.7976931348623157e+308,-1.7976931348623157e+308
Hail Damage,no_or_yes,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""
One day, a hail storm hits Rick's house and causes damage to the plants on his balcony. Many plants lose leaves and some are completely covered in ice, causing them to die. Rick files a claim with his insurance company for the damage. 
Considering just how ""hard surface"" would be understood by ordinary speakers of English, is Rick covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-18.35385,-1.7976931348623157e+308,-15.118442,-0.010306,-4.580199,-1.7976931348623157e+308,-1.7976931348623157e+308
Hail Damage,no_or_yes,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""
One day, a hail storm hits Rick's house and causes damage to his roof's clay shingles. Many shingles are chipped and some even develop large cracks, causing the roof to leak. Rick files a claim with his insurance company for the damage.
Considering just how ""hard surface"" would be understood by ordinary speakers of English, is Rick covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-15.946506,-1e-05,-11.520137,-1.7976931348623157e+308,-21.606941,-1.7976931348623157e+308,-23.978628,-1.7976931348623157e+308
Hail Damage,no_or_yes,"Rick's home insurance policy includes coverage for ""Hail Damage,"" defined as ""damage from hail of such intensity that it causes damage to hard surfaces or breaks glass.""
One day, a hail storm hits Rick's house and causes damage to his skylight window. The window is chipped, but the roof is not leaking. Rick files a claim with his insurance company for the damage. 
Considering just how ""hard surface"" would be understood by ordinary speakers of English, is Rick covered by the insurance—no or yes? Final answer is:",controversial,Yes,Yes,-15.80692,-3.6e-05,-10.244512,-1.7976931348623157e+308,-19.315275,-1.7976931348623157e+308,-23.959452,-1.7976931348623157e+308
Ground Heave I,no_or_yes,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""
One evening, several of Blake's friends crowd into his house for a dance party. The many rambunctious dancers cause Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage. 
Considering just how ""ground heave"" would be understood by ordinary speakers of English, is Blake covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-23.1889,-1.7976931348623157e+308,-16.173717,-0.031139,-3.484818,-1.7976931348623157e+308,-1.7976931348623157e+308
Ground Heave I,no_or_yes,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""
One evening, an earthquake erupts near Blake's house. The force of the earthquake causes Blake's house to shake, which damages the house's foundation. Blake files a claim with his insurance company for the damage. 
Considering just how ""ground heave"" would be understood by ordinary speakers of English, is Blake covered by the insurance—no or yes? Final answer is:",unambiguous_covered,No,No,-11.704523,-0.696486,-10.074659,-12.244625,-0.690077,-9.53681,-1.7976931348623157e+308,-1.7976931348623157e+308
Ground Heave I,no_or_yes,"Blake has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""
One evening, two semi trucks collide with one another at high speed outside Blake's house. The impact from the crash causes Blake's house to shake and thereby damages the house's foundation. Blake files a claim with his insurance company for the damage.
Considering just how ""ground heave"" would be understood by ordinary speakers of English, is Blake covered by the insurance—no or yes? Final answer is:",controversial,No,No,-1.7976931348623157e+308,-19.437168,-1.7976931348623157e+308,-13.848657,-0.235021,-1.563298,-1.7976931348623157e+308,-1.7976931348623157e+308
Ground Heave II,no_or_yes,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""
One day, Clint hears a loud crash in his house and finds that his roof has partly caved in due to water damage. Clint files a claim with his insurance company for the damage. 
Considering just how ""ground heave"" would be understood by ordinary speakers of English, is Clint covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308,-15.881508,-0.04422,-3.140606,-1.7976931348623157e+308,-1.7976931348623157e+308
Ground Heave II,no_or_yes,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""
One day, Clint hears a loud crash in his house and finds that the ground beneath his house has shifted, causing his house's foundation to crack. Clint files a claim with his insurance company for the damage. 
Considering just how ""ground heave"" would be understood by ordinary speakers of English, is Clint covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-14.659989,-0.00015,-8.809102,-1.7976931348623157e+308,-20.526096,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Ground Heave II,no_or_yes,"Clint has home insurance that covers ""Ground Heave"" damage, defined as ""loss or damage resulting from ground heave of the site on which the building stands, or landslip.""
One day, Clint hears a loud crash in his house and finds that a large tree has fallen on his roof, causing significant damage. Clint files a claim with his insurance company for the damage. 
Considering just how ""ground heave"" would be understood by ordinary speakers of English, is Clint covered by the insurance—no or yes? Final answer is:",controversial,No,No,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308,-15.784169,-0.0146,-4.23407,-1.7976931348623157e+308,-1.7976931348623157e+308
Trace and Access I,no_or_yes,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home.""
Justin, a skilled plumber, is repairing his leaky kitchen sink when he accidentally drops his wedding ring down a pipe that leads to the kitchen. In order to access the pipe and retrieve the ring, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage. 
Considering just how ""necessary and reasonable"" would be understood by ordinary speakers of English, is Justin covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-19.881937,-9.025347,-13.926317,-13.38442,-0.020647,-3.896532,-1.7976931348623157e+308,-1.7976931348623157e+308
Trace and Access I,no_or_yes,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home.""
Justin, a skilled plumber, is repairing his leaky kitchen sink when he notices more extensive damage to a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage. 
Considering just how ""necessary and reasonable"" would be understood by ordinary speakers of English, is Justin covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-15.266632,-6.1e-05,-9.711777,-1.7976931348623157e+308,-14.489197,-23.478151,-1.7976931348623157e+308,-1.7976931348623157e+308
Trace and Access I,no_or_yes,"Justin has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables or pipes in your home.""
Justin, a skilled plumber, is repairing his leaky kitchen sink when he inadvertently punctures a pipe that leads to the kitchen. In order to access and repair the damaged pipe, Justin has to tear out drywall and tear up floorboards. He files a claim with his insurance company for the damage. 
Considering just how ""necessary and reasonable"" would be understood by ordinary speakers of English, is Justin covered by the insurance—no or yes? Final answer is:",controversial,Yes,Yes,-13.944679,-0.000295,-9.939913,-21.147287,-8.309263,-17.693432,-1.7976931348623157e+308,-1.7976931348623157e+308
Trace and Access II,no_or_yes,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""
Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the issue is due to the fact that Jett did an extremely poor job installing the piping. Jett files a claim with his insurance company for the damage. 
Considering just how ""accidental"" would be understood by ordinary speakers of English, is Jett covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,no,no,-1.7976931348623157e+308,-22.321386,-1.7976931348623157e+308,-15.909476,-1.357055,-0.297622,-1.7976931348623157e+308,-1.7976931348623157e+308
Trace and Access II,no_or_yes,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""
Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes froze in a recent winter storm, causing them to abruptly crack. Jett files a claim with his insurance company for the damage. 
Considering just how ""accidental"" would be understood by ordinary speakers of English, is Jett covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-14.442602,-2.3e-05,-10.725994,-1.7976931348623157e+308,-16.574306,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Trace and Access II,no_or_yes,"Jett has insurance that covers ""Trace and Access,"" defined as ""necessary and reasonable costs that you incur in locating and fixing accidental damage to cables, pipes, underground drain pipes or tanks providing services to and from your home.""
Jett discovers that his house's water pressure is very low, and he calls an inspector to survey what may be the issue. Floorboards have to be removed to access the piping. It is then discovered that the water pipes have cracked over time due to long-term wear, an issue which could have been resolved by the previous inspector. Jett files a claim with his insurance company for the damage. . 
Considering just how ""accidental"" would be understood by ordinary speakers of English, is Jett covered by the insurance—no or yes? Final answer is:",controversial,No,No,-21.446112,-10.209524,-14.654959,-13.767046,-0.046652,-3.089124,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Damage I,no_or_yes,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""
Jenny goes on vacation and leaves her car key with a friend so that the friend can use the car while she is away. One day, while the car is parked on the street outside her friend's house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage. 
Considering just how ""custody or control"" would be understood by ordinary speakers of English, is Jenny covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,Yes,Yes,-12.4758,-0.001347,-7.141148,-19.242233,-7.506443,-14.219624,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Damage I,no_or_yes,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""
Jenny goes on vacation and leaves her car key in a safe inside her house. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage.
Considering just how ""custody or control"" would be understood by ordinary speakers of English, is Jenny covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-14.913431,-0.009367,-4.675291,-1.7976931348623157e+308,-18.165318,-23.385702,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Damage I,no_or_yes,"Jenny's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss of or damage to the policyholder's car if, at the time of the incident, it was under the custody or control of anyone with the policyholder's permission who is not covered under the policy.""
Jenny goes on vacation and leaves her car key with her neighbor for safe keeping. One day, while the car is parked on the street outside her house, a utility pole falls unexpectedly and lands on the hood of the car, damaging it severely. Jenny files a claim with her insurance company for the damage. 
Considering just how ""custody or control"" would be understood by ordinary speakers of English, is Jenny covered by the insurance—no or yes? Final answer is:",controversial,Yes,Yes,-14.141941,-0.014629,-4.232105,-1.7976931348623157e+308,-15.660725,-20.129566,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Damage II,no_or_yes,"John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss or damage caused by wear and tear.""
John takes generally good care of his car, but over the years he has noticed a gradual buildup of rust on his front left wheel. He brings the car to a mechanic to have the wheel replaced. John files a claim with his insurance company for the damage. 
Considering just how ""wear and tear"" would be understood by ordinary speakers of English, is John covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308,-13.89582,-0.589755,-0.808478,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Damage II,no_or_yes,"John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss or damage caused by wear and tear.""
John takes generally good care of his car, but one day he is involved in a minor accident which damages his front left wheel. He brings the car to a mechanic to have the wheel replaced. John files a claim with his insurance company for the damage. 
Considering just how ""wear and tear"" would be understood by ordinary speakers of English, is John covered by the insurance—no or yes? Final answer is:",unambiguous_covered,Yes,Yes,-15.761209,-9e-06,-11.618273,-1.7976931348623157e+308,-21.360743,-1.7976931348623157e+308,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Damage II,no_or_yes,"John's car insurance policy includes coverage for ""Vehicle Damage,"" which excludes ""loss or damage caused by wear and tear.""
John takes generally good care of his car, but one day he is involved in a minor accident which knocks his front left wheel out of alignment. He brings his car in to a mechanic to have the wheel re-aligned, but the mechanic tells John that his car will also need substantial repair work because the unaligned wheel has been scraping against the body of the car since the accident. John files a claim with his insurance company for the damage. 
Considering just how ""wear and tear"" would be understood by ordinary speakers of English, is John covered by the insurance—no or yes? Final answer is:",controversial,Yes,Yes,-13.269217,-0.000438,-8.710547,-20.190338,-8.21366,-15.841163,-1.7976931348623157e+308,-1.7976931348623157e+308
Vehicle Damage III,no_or_yes,"Steve's car insurance policy includes coverage for ""Vehicle Damage,"" defined as ""loss or damage to the policy holder's 1) car; or 2) car accessories (while in or on the car).""  
One day, Steve is involved in a minor accident. His favorite guitar, which was in the car at the time, was damaged. Steve files a claim with his insurance company for the damage. 
Considering just how ""accessory"" would be understood by ordinary speakers of English, is Steve covered by the insurance—no or yes? Final answer is:",unambiguous_uncovered,No,No,-14.82354,-4.864637,-9.212141,-11.849583,-0.044096,-3.343427,-1.7976931348623157e+308,-1.7976931348623157e+308
